,qid,block,questionText,questionName,carryForward,choices,recode,description,text,subQuestion,questionType,questionSelector,questionSubSelector,validationForce,validationRequest,validationType,validationSettings,Easy.variable.name,Easy.variable.nameTEMP
707,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,4,4,"Lung or breathing problems (e.g. asthma, COPD, emphysema)","Lung or breathing problems (e.g. asthma, COPD, emphysema)",no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
708,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,5,5,Bacterial stomach infection (E. coli or H. pylori),Bacterial stomach infection (E. coli or H. pylori),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
709,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,6,6,"Heart or circulation problems (e.g. atherosclerosis, hypertension)","Heart or circulation problems (e.g. atherosclerosis, hypertension)",no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
710,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,7,7,"Inflammatory Bowel Disease (IBD), Crohn's or Ulcerative Colitis","Inflammatory Bowel Disease (IBD), Crohn's or Ulcerative Colitis",no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
711,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,8,8,Irritable Bowel Syndrome (IBS),Irritable Bowel Syndrome (IBS),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
712,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,9,9,A viral or bacterial stomach infection lasting more than 2 weeks,A viral or bacterial stomach infection lasting more than 2 weeks,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
713,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,10,-88,Don't know,Don't know,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
714,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,11,0,None of these,None of these,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
715,QID124991678,COVID_Baseline_HealthGeneral,Have you ever been diagnosed by a professional with the following? (Please select all that apply),Q1,nan,12,-99,Prefer not to say,Prefer not to say,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,_ ever been diagnosed by a professional with the following ,HealthGeneral.diagnosed_professional
716,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,1,1,Asthma,Asthma,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
717,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,2,2,COPD (including bronchitis or emphysema),COPD (including bronchitis or emphysema),no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
718,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,4,4,Cystic fibrosis,Cystic fibrosis,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
719,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,6,6,Lung cancer,Lung cancer,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
720,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,10,10,Pleural effusion,Pleural effusion,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
721,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,8,8,Pneumonia (lung infection),Pneumonia (lung infection),no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
722,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,9,9,Pulmonary embolus (blocked lung artery),Pulmonary embolus (blocked lung artery),no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
723,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,7,7,Pulmonary fibrosis,Pulmonary fibrosis,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
724,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,11,11,Other,Other,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
725,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,12,12,None of the above,None of the above,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
726,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,1,1,Asthma,Asthma,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
727,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,2,2,COPD (including bronchitis or emphysema),COPD (including bronchitis or emphysema),no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
728,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,4,4,Cystic fibrosis,Cystic fibrosis,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
729,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,6,6,Lung cancer,Lung cancer,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
730,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,10,10,Pleural effusion,Pleural effusion,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
731,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,8,8,Pneumonia (lung infection),Pneumonia (lung infection),no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
732,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,9,9,Pulmonary embolus (blocked lung artery),Pulmonary embolus (blocked lung artery),no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
733,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,7,7,Pulmonary fibrosis,Pulmonary fibrosis,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
734,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,11,11,Other,Other,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
735,QID125156782,COVID_Baseline_HealthGeneral,Have you been diagnosed with any of the following lung or breathing diseases?,Q9,nan,12,12,None of the above,None of the above,no,Multiple choice,Multiple answer,TX,False,nan,nan,nan,_ been diagnosed with any of the following lung or breathing diseases,HealthGeneral.breathing_diseases_diagnosed
736,QID124991679,COVID_Baseline_HealthGeneral,"Are you currently a smoker?
Please respond about cigarettes or vaping",Q2,nan,1,1,"Yes, and I have been since before the pandemic","Yes, and I have been since before the pandemic",no,Multiple choice,Single answer,TX,False,True,nan,nan,"Are you currently a smoker
_","HealthGeneral.Are_you_currently_a_smoker
"
737,QID124991679,COVID_Baseline_HealthGeneral,"Are you currently a smoker?
Please respond about cigarettes or vaping",Q2,nan,4,2,"Yes, I recently started (after the pandemic)","Yes, I recently started (after the pandemic)",no,Multiple choice,Single answer,TX,False,True,nan,nan,"Are you currently a smoker
_","HealthGeneral.Are_you_currently_a_smoker
"
738,QID124991679,COVID_Baseline_HealthGeneral,"Are you currently a smoker?
Please respond about cigarettes or vaping",Q2,nan,5,3,"No, but I used to smoke","No, but I used to smoke",no,Multiple choice,Single answer,TX,False,True,nan,nan,"Are you currently a smoker
_","HealthGeneral.Are_you_currently_a_smoker
"
739,QID124991679,COVID_Baseline_HealthGeneral,"Are you currently a smoker?
Please respond about cigarettes or vaping",Q2,nan,6,4,I smoke socially or occasionally,I smoke socially or occasionally,no,Multiple choice,Single answer,TX,False,True,nan,nan,"Are you currently a smoker
_","HealthGeneral.Are_you_currently_a_smoker
"
740,QID124991679,COVID_Baseline_HealthGeneral,"Are you currently a smoker?
Please respond about cigarettes or vaping",Q2,nan,7,0,"No, I have never smoked","No, I have never smoked",no,Multiple choice,Single answer,TX,False,True,nan,nan,"Are you currently a smoker
_","HealthGeneral.Are_you_currently_a_smoker
"
741,QID124991680,COVID_Baseline_HealthGeneral,"Do you, or did you in the past, smoke cigarettes, or vape?",Q3,nan,1,1,Cigarettes,Cigarettes,no,Multiple choice,Single answer,TX,False,True,nan,nan,Do you or did you in the past smoke cigarettes or vape,HealthGeneral.past_smoke_cigarettes_vape
742,QID124991680,COVID_Baseline_HealthGeneral,"Do you, or did you in the past, smoke cigarettes, or vape?",Q3,nan,2,2,Vape,Vape,no,Multiple choice,Single answer,TX,False,True,nan,nan,Do you or did you in the past smoke cigarettes or vape,HealthGeneral.past_smoke_cigarettes_vape
743,QID124991680,COVID_Baseline_HealthGeneral,"Do you, or did you in the past, smoke cigarettes, or vape?",Q3,nan,3,3,Both,Both,no,Multiple choice,Single answer,TX,False,True,nan,nan,Do you or did you in the past smoke cigarettes or vape,HealthGeneral.past_smoke_cigarettes_vape
744,QID124991680,COVID_Baseline_HealthGeneral,"Do you, or did you in the past, smoke cigarettes, or vape?",Q3,nan,4,4,Other,Other,no,Multiple choice,Single answer,TX,False,True,nan,nan,Do you or did you in the past smoke cigarettes or vape,HealthGeneral.past_smoke_cigarettes_vape
745,QID125063855,COVID_Baseline_HealthGeneral,Have you stopped smoking or vaping since the pandemic began?,Q4,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,_ stopped smoking or vaping since the pandemic began,HealthGeneral.__stopped_smoking_pandemic_began
746,QID125063855,COVID_Baseline_HealthGeneral,Have you stopped smoking or vaping since the pandemic began?,Q4,nan,2,2,No (I'd stopped before),No (I'd stopped before),no,Multiple choice,Single answer,TX,False,True,nan,nan,_ stopped smoking or vaping since the pandemic began,HealthGeneral.__stopped_smoking_pandemic_began
747,QID125063855,COVID_Baseline_HealthGeneral,Have you stopped smoking or vaping since the pandemic began?,Q4,nan,4,4,No (I still smoke occasionally),No (I still smoke occasionally),no,Multiple choice,Single answer,TX,False,True,nan,nan,_ stopped smoking or vaping since the pandemic began,HealthGeneral.__stopped_smoking_pandemic_began
748,QID125063855,COVID_Baseline_HealthGeneral,Have you stopped smoking or vaping since the pandemic began?,Q4,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,_ stopped smoking or vaping since the pandemic began,HealthGeneral.__stopped_smoking_pandemic_began
749,QID125063855,COVID_Baseline_HealthGeneral,Have you stopped smoking or vaping since the pandemic began?,Q4,nan,2,2,No (I'd stopped before),No (I'd stopped before),no,Multiple choice,Single answer,TX,False,True,nan,nan,_ stopped smoking or vaping since the pandemic began,HealthGeneral.__stopped_smoking_pandemic_began
750,QID125063855,COVID_Baseline_HealthGeneral,Have you stopped smoking or vaping since the pandemic began?,Q4,nan,4,4,No (I still smoke occasionally),No (I still smoke occasionally),no,Multiple choice,Single answer,TX,False,True,nan,nan,_ stopped smoking or vaping since the pandemic began,HealthGeneral.__stopped_smoking_pandemic_began
751,QID125063698,COVID_Baseline_HealthGeneral,"Are you currently taking recreational drugs? (e.g. cannabis, ecstasy)Please do not include alcohol or cigarettes/vapingAll of your responses are kept confidential.",Q5,nan,1,1,"Yes, and I have been since before the pandemic","Yes, and I have been since before the pandemic",no,Multiple choice,Single answer,TX,False,True,nan,nan,Are you currently taking recreational drugs Please do not include alcohol or cigarettesvapingAll of your responses are kept confidential,HealthGeneral.taking_recreational_drugs_alcohol
752,QID125063698,COVID_Baseline_HealthGeneral,"Are you currently taking recreational drugs? (e.g. cannabis, ecstasy)Please do not include alcohol or cigarettes/vapingAll of your responses are kept confidential.",Q5,nan,4,2,"Yes, I recently started (after the pandemic)","Yes, I recently started (after the pandemic)",no,Multiple choice,Single answer,TX,False,True,nan,nan,Are you currently taking recreational drugs Please do not include alcohol or cigarettesvapingAll of your responses are kept confidential,HealthGeneral.taking_recreational_drugs_alcohol
753,QID125063698,COVID_Baseline_HealthGeneral,"Are you currently taking recreational drugs? (e.g. cannabis, ecstasy)Please do not include alcohol or cigarettes/vapingAll of your responses are kept confidential.",Q5,nan,5,3,"No, but I used to take drugs","No, but I used to take drugs",no,Multiple choice,Single answer,TX,False,True,nan,nan,Are you currently taking recreational drugs Please do not include alcohol or cigarettesvapingAll of your responses are kept confidential,HealthGeneral.taking_recreational_drugs_alcohol
754,QID125063698,COVID_Baseline_HealthGeneral,"Are you currently taking recreational drugs? (e.g. cannabis, ecstasy)Please do not include alcohol or cigarettes/vapingAll of your responses are kept confidential.",Q5,nan,7,0,"No, I have never taken drugs","No, I have never taken drugs",no,Multiple choice,Single answer,TX,False,True,nan,nan,Are you currently taking recreational drugs Please do not include alcohol or cigarettesvapingAll of your responses are kept confidential,HealthGeneral.taking_recreational_drugs_alcohol
755,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,11,10,Click to write Choice 11,Cannabis (weed),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
756,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,12,11,Click to write Choice 12,LSD (acid),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
757,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,1,1,Amphetamine (e.g. Speed),Amphetamine (e.g. speed),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
758,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,2,2,Cocaine,Cocaine,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
759,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,4,4,Heroin,Heroin,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
760,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,5,5,Ketamine,Ketamine,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
761,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,6,6,Khat,Khat,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
762,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,3,3,MDMA (e.g. Ecstasy),MDMA (e.g. ecstasy),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
763,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,7,7,Mephedrone,Mephedrone,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
764,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,9,9,"Solvents (e.g. glue, aerosols)","Solvents (e.g. glue, aerosols)",no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
765,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,13,12,Click to write Choice 13,Other (please specify),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
766,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,8,0,None of the above,None of the above,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
767,QID125063767,COVID_Baseline_HealthGeneral,"What type of recreational drug(s) do you take, or did in the past? (Please select all that apply)",Q6,nan,10,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,What type of recreational drug do you take or did in the past ,HealthGeneral.recreational_drug_type
768,QID125063867,COVID_Baseline_HealthGeneral,Have you stopped taking recreational drugs since the pandemic began?,Q7,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,_ stopped taking recreational drugs since the pandemic began,HealthGeneral.__stopped_taking_recreational_drugs_pandemic_began
769,QID125063867,COVID_Baseline_HealthGeneral,Have you stopped taking recreational drugs since the pandemic began?,Q7,nan,2,2,No (I'd stopped before),No (I'd stopped before),no,Multiple choice,Single answer,TX,False,True,nan,nan,_ stopped taking recreational drugs since the pandemic began,HealthGeneral.__stopped_taking_recreational_drugs_pandemic_began
770,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,1,1,Depression,Depression,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
771,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,17,2,Postnatal Depression,Depression during or after pregnancy (antenatal/postnatal depression),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
772,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,21,3,PMDD,Premenstrual dysphoric disorder (PMDD),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
773,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,2,4,"Mania, hypomania, bipolar or manic-depression","Mania, hypomania, bipolar or manic-depression",no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
774,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,3,5,"Anxiety, nerves or generalised anxiety disorder","Anxiety, nerves or generalised anxiety disorder",no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
775,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,4,6,Social anxiety or social phobia,Social anxiety or social phobia,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
776,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,18,7,Specific Phobia,Specific phobia (e.g. fear of flying),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
777,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,5,8,Agoraphobia,Agoraphobia,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
778,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,6,9,Panic attacks,Panic attacks,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
779,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,22,10,Panic disorder,Panic disorder,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
780,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,16,11,PTSD,Post-traumatic stress disorder (PTSD),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
781,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,7,12,Obsessive-compulsive disorder (OCD),Obsessive-compulsive disorder (OCD),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
782,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,19,13,BDD,Body dysmorphic disorder (BDD),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
783,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,20,14,Other OCD,Other obsessive-compulsive related disorders (e.g. skin-picking),no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
784,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,8,0,None of the above,None of the above,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
785,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,9,-88,Don't know,Don't know,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
786,QID1173,COPING_MentalHealth,"Have you ever been diagnosed with the following mental health disorders?  

Please select ALL that apply:",Screener.1,nan,10,-99,Prefer not to answer,Prefer not to answer,no,Multiple choice,Multiple answer,TX,False,True,nan,nan,"_ ever been diagnosed with the following mental health disorders  

Please select ALL that apply",MentalHealth.mental_health_disorders_diagnosed
787,QID1174#1_1,COPING_MentalHealth,"Are you currently experiencing the following mental health disorders or have you experienced them in the past?If so, please could you indicate your age at diagnosis in the second column. ",Q484,nan,1,1,Age,Age at diagnosis,1,Side by side,SBSMatrix,None,False,True,nan,nan,Age at diagnosis,MentalHealth.Age_at_diagnosis
788,QID1174#2_1,COPING_MentalHealth,"Are you currently experiencing the following mental health disorders or have you experienced them in the past?If so, please could you indicate your age at diagnosis in the second column. ",Q484,nan,1,1,Current, ,2,Side by side,SBSMatrix,None,False,True,nan,nan, ,MentalHealth._
789,QID1174#2_2,COPING_MentalHealth,"Are you currently experiencing the following mental health disorders or have you experienced them in the past?If so, please could you indicate your age at diagnosis in the second column. ",Q484,nan,2,2,Past, ,2,Side by side,SBSMatrix,None,False,True,nan,nan, ,MentalHealth._
790,QID1174#1_1,COPING_MentalHealth,"Are you currently experiencing the following mental health disorders or have you experienced them in the past?If so, please could you indicate your age at diagnosis in the second column. ",Q484,nan,1,1,Age,Age at diagnosis,1,Side by side,SBSMatrix,None,False,True,nan,nan,Age at diagnosis,MentalHealth.Age_at_diagnosis
791,QID1174#2_1,COPING_MentalHealth,"Are you currently experiencing the following mental health disorders or have you experienced them in the past?If so, please could you indicate your age at diagnosis in the second column. ",Q484,nan,1,1,Current, ,2,Side by side,SBSMatrix,None,False,True,nan,nan, ,MentalHealth._
792,QID1174#2_2,COPING_MentalHealth,"Are you currently experiencing the following mental health disorders or have you experienced them in the past?If so, please could you indicate your age at diagnosis in the second column. ",Q484,nan,2,2,Past, ,2,Side by side,SBSMatrix,None,False,True,nan,nan, ,MentalHealth._
793,QID1205,COPING_MentalHealth,"Have you ever suspected that you may have an eating disorder, whether or not you were ever diagnosed?

",ED.SCR.1.0,nan,1,1,Yes,Yes,no,Multiple choice,Single answer,TX,False,True,nan,nan,"_ ever suspected that you may have an eating disorder whether or not you were ever diagnosed

",MentalHealth.eating_disorder_suspected
